zipcode,centroid_lat,centroid_lon,regional spatial type,population,capacity,rc_centroid_lat,rc_centroid_lon
998,50.42571444844353,12.512316603531437,rural,5907,0,50.42002782750957,12.495004051736183
999,51.851370413443725,7.1526767392802135,rural,12013,138997,51.855104065088405,7.163456102326061
1000,49.09085724930015,6.822142286096852,urban,2822,0,49.0807381569652,6.833215547631131
1001,54.49283913418861,11.82397175056619,urban,9313,0,54.48699284030389,11.82126797029514
1002,48.87270375639863,13.37084845365372,rural,17488,106390,48.861544428375794,13.376229774860326
1003,52.74277822990345,10.035779835182227,urban,1522,0,52.74726719712502,10.062027433717416
1004,54.27421227147071,10.145971904310676,urban,4308,101402,54.27994991311953,10.142092722286124
1005,51.9382664573584,6.452509246927637,urban,1071,100665,51.92327889680745,6.441576128869942
1006,49.814166918427965,11.447604681291107,rural,2696,0,49.82854240282187,11.438698655836072
1007,49.96292749399502,10.918636520567786,urban,2968,0,49.96891374400922,10.92553612512035
1008,49.27248774522977,9.77539705320241,rural,9628,0,49.27036964982317,9.775574905234798
1009,51.89427978529714,9.673881628271248,rural,4596,0,51.89344969034571,9.665843466758702
1010,50.44394588548826,11.07569256937645,urban,13702,135038,50.44492032075789,11.08925815228486
1011,51.53160364725103,10.920993552970693,rural,3069,127400,51.53567969507532,10.926724395204618
1012,53.18904141379801,14.190639052751214,rural,15739,0,53.20305626610367,14.193044498829964
1013,52.907993126919095,11.146120343831102,rural,18977,143712,52.90267498498788,11.12877641154557
1014,49.33418777555291,8.007676478366813,rural,14740,0,49.34824248754587,7.998654912088088
1015,47.5338673146094,7.625334158033667,urban,7889,0,47.542229027048016,7.637791777920415
1016,52.52881286744562,6.744162657005566,rural,9624,0,52.53199148510304,6.759503334125919
1017,53.61147492782055,14.72480177588274,urban,18483,132440,53.61152513660868,14.726139222438482
1018,52.66689424106194,6.228607181311069,urban,6264,98559,52.669577744101886,6.219996546782664
1019,52.18162631477965,6.974103641660901,rural,1797,0,52.16746533037393,6.979951776710675
1020,54.00148597369098,6.305337032524237,rural,3472,100067,54.006588629194304,6.303018256627654
1021,50.8129403027196,6.647783322079194,rural,13800,0,50.816330472767255,6.6395473876940585
1022,54.6577754880745,10.662868776428088,rural,13612,123264,54.65972202082751,10.659001793044638
1023,48.31857266977206,6.643575129750151,urban,2579,0,48.32015679584728,6.645562300436736
1024,49.577427111085456,14.239098094666195,rural,6402,91054,49.55395011001816,14.235809407809167
1025,49.78701343081287,11.811079016779356,urban,18627,124302,49.78861525754997,11.79172560820539
1026,49.94340471798552,14.520974942422052,rural,12967,0,49.95008619348834,14.514269172391268
1027,47.272372678137536,14.738298327319876,rural,12537,0,47.268897638282105,14.722917623595448
1028,53.44261800891952,7.54067806415288,urban,19495,0,53.42950499070106,7.53031632758637
1029,48.31897892680419,9.638841079348529,rural,11637,0,48.32613354133749,9.64424613657193
1030,51.68477967472729,15.033336932099232,urban,25,53447,51.690159541275136,15.024950493292788
1031,49.04625230869428,9.620118569597864,rural,12580,0,49.04140218664156,9.636405772858495
1032,47.78011560995775,6.803657044871764,urban,9436,0,47.77484923060729,6.790586305423826
1033,53.19634763427325,8.023952177949909,rural,14613,128151,53.194372226240816,8.006500729036041
1034,47.83044504997498,11.44179359661008,urban,13564,111936,47.81976594240353,11.452040743745735
1035,48.98447813650877,10.89697327044139,urban,10930,120842,48.970186041926375,10.9030020781445
1036,51.68261151309195,12.224348964073824,rural,12410,136466,51.67782736216758,12.221910576071966
1037,53.864812100381776,8.846274986050018,rural,11877,134614,53.85828324575693,8.837384318697351
1038,52.41157746027896,6.964967566676692,urban,16390,113316,52.41652626936994,6.971563192025346
1039,49.58362754857422,9.946638049929474,urban,9253,0,49.58615773782223,9.935120088233418
1040,50.446555743776734,12.94910360456018,rural,501,0,50.44714991854864,12.928532924382472
1041,47.70798081414207,6.303225269411048,urban,14706,0,47.72189802366463,6.303667881941327
1042,47.936143261542114,6.560370128071193,rural,14184,0,47.93134736644597,6.559699637436757
1043,47.46100325771035,12.692521718370276,urban,369,0,47.44264392680482,12.687222131195275
1044,51.27825320341849,6.192552887030299,rural,15984,88670,51.28196379245961,6.195714856127578
1045,50.085896031941175,8.512805890247177,rural,17355,124314,50.061162198679696,8.496105179807847
1046,52.51247399523071,8.455895085370575,urban,9834,127729,52.52594876184617,8.45882894128942
1047,49.45301636170208,9.61447741933206,rural,1346,0,49.44717992165344,9.632823953073892
1048,50.64801045182264,7.980426421315051,rural,6216,131609,50.6318747889149,7.976089705818139
1049,48.25080394275858,9.887243266720684,rural,1946,112564,48.249331188447925,9.871142600185928
1050,53.32321442576654,11.931787875166744,urban,19073,0,53.33231029014361,11.936697162584473
1051,49.6327289435349,15.02561337692732,urban,18103,0,49.62897496529861,15.012575488397657
1052,51.433833715549774,8.552932607174743,rural,13533,125412,51.43926695761672,8.538131470580158
1053,48.65840369423797,14.183415779292778,rural,16774,100463,48.672190037399474,14.174286393998964
1054,48.14576491390521,7.039015301037973,urban,3741,0,48.13636603414648,7.046592599395535
1055,50.083574220621095,11.30852778556512,urban,1431,0,50.08181755044908,11.32348249502814
1056,48.70024830474717,14.277558298029364,urban,11360,0,48.69042049850067,14.296055971958232
1057,54.111750010531054,10.663373730779448,urban,19132,126571,54.11669140915632,10.658169764202826
1058,54.75151388648631,10.285985551422256,rural,2729,103294,54.7531766673646,10.276895337804032
1059,54.49291497382544,6.941292301252055,urban,6736,112151,54.49790870188746,6.948875325278267
1060,49.16744193270522,14.107173536223966,urban,13958,0,49.158843264761984,14.115211460862856
1061,52.63964782225041,9.09650508356901,urban,18477,0,52.64092899288607,9.081202132232397
1062,52.78386669689078,12.509245348071715,rural,11803,0,52.76951018142963,12.506947963224924
1063,51.495123930850085,10.137385530523712,urban,18874,123355,51.49874251773762,10.137219250283502
1064,53.9307974139745,6.805981038285854,urban,3237,112180,53.92226842875389,6.808018154646872
1065,48.1046828599912,14.452239278352984,urban,9430,0,48.10461848433765,14.448987410537663
1066,53.86177590335785,13.879815052511796,urban,944,0,53.8709301989208,13.880211621376631
1067,48.543782247494015,9.802257855512831,urban,15116,0,48.536059206242506,9.805486105942007
1068,51.36180759775531,7.124058889615233,rural,1959,0,51.372368670690975,7.112245930915607
1069,49.97480531960959,13.742850914324409,rural,12280,106544,49.976129100783474,13.746600429334316
1070,50.3115537173114,9.345037093407864,rural,17058,0,50.31643407069767,9.344117024786488
1071,52.92873803355867,8.81638223202912,rural,3934,108993,52.919383383543824,8.814038341600035
1072,49.72670819711448,6.78984276979699,urban,11742,0,49.74175794393934,6.790303528430814
1073,49.69606337730626,7.246836745404842,rural,11234,107397,49.70876957270988,7.2622162310775105
1074,49.4156900360869,7.93552091868316,urban,2228,114295,49.41827326111004,7.935065726970847
1075,52.66493348117008,8.593216264857086,rural,6187,0,52.65681900833307,8.591690939751084
1076,50.09627102133622,12.42292213403836,rural,1664,0,50.08656345689047,12.427596151001842
1077,50.0535333096464,10.368453619261812,urban,12033,0,50.046459957541714,10.377827291154633
1078,54.254197481731424,13.163515438508842,rural,13383,127352,54.250143416434334,13.158714983321994
1079,47.4121474924436,12.151351140590275,urban,10684,79744,47.40706405480523,12.153133765711154
1080,52.85556160392864,10.840034021205708,urban,4081,0,52.85944576284626,10.831057646242217
1081,50.19780649533159,6.953119988237504,rural,17266,112023,50.19021280133792,6.957321896721374
1082,49.89841205006945,12.137910954881388,urban,13219,116178,49.90556990397008,12.14311039393042
1083,48.701991083851055,13.451082886609804,urban,19592,0,48.69875144881394,13.461560832829177
1084,53.99589046709641,9.056156681102436,rural,10103,0,54.01118035631338,9.05059524420508
1085,51.31525280904423,8.681020004315497,urban,4688,118265,51.32151224384074,8.688714575377285
1086,49.14608742631594,14.857840700993515,urban,16415,96455,49.14773374554178,14.863613027604911
1087,50.87841384558585,11.43707288558776,urban,9355,129599,50.88440946749516,11.448171754141232
1088,52.37933166396735,14.74748944793425,urban,14217,96846,52.3822505881796,14.74705213207907
1089,53.68561879592709,5.908645162991092,rural,8914,63668,53.70403334595569,5.89614485687405
1090,54.226159863523215,11.761688025462847,rural,10632,0,54.22580896657198,11.753975828973594
1091,52.044969797320185,6.903712969360845,urban,8639,0,52.03922965389763,6.884324258210765
1092,49.812453973371575,5.887312702619295,urban,2767,57799,49.80704564125787,5.885406343294559
1093,54.28664413096802,7.310568356461594,rural,12163,0,54.30333009544618,7.304283376353562
1094,48.007315343698615,13.3995196170457,urban,4901,88749,48.029129405779344,13.406797580121143
1095,52.12282098624963,11.478449269750834,urban,1774,0,52.12711192944388,11.463601998094036
1096,52.78495787183466,14.229034402723212,urban,18394,0,52.77858819045058,14.242109946345195
1097,51.3652866603349,10.61158627234245,rural,9133,134825,51.37745638044688,10.591070088520391
1098,54.68427392102269,14.84523417310024,urban,12555,85507,54.68662746290185,14.85855906482837
1099,48.77977588987128,12.791915634955888,urban,2369,109624,48.790557065157685,12.784088068374489
1100,53.192094171880456,13.65477226616298,rural,17756,0,53.199327722792425,13.645186811192536
1101,48.94780632799797,13.86082894098713,urban,2618,0,48.93859946914392,13.859088788112684
1102,52.39293704160352,14.435735213620326,rural,7259,99345,52.370728218416254,14.427650126096696
1103,48.637602156632525,6.064190053227786,urban,9779,68826,48.63617017547352,6.065234353913426
1104,50.6888217826882,12.801319893099537,rural,11862,115683,50.68197668487497,12.808986970955766
1105,53.28198304000737,7.606584232986625,rural,7326,0,53.278995927178585,7.612667977512333
1106,53.17061856480121,9.181071893536986,rural,3448,0,53.160019647587184,9.16795613715993
1107,51.830110689248,8.6708108154292,rural,19333,129245,51.8449231516529,8.673853228424491
1108,52.27480650930168,14.591950810561467,urban,7300,94730,52.26978758928,14.592921298943413
1109,48.8216448205427,11.591368486049792,urban,14460,128178,48.805380875482015,11.59657255484796
1110,51.6332620954875,9.722771836540929,urban,3095,107625,51.63594807146785,9.711220976159488
1111,51.82747505073666,12.832482861925616,urban,18958,0,51.82256745790011,12.834233796366268
1112,49.89526210467756,12.4958815472944,rural,5015,0,49.9038856698165,12.50134916712842
1113,49.697355938793336,10.485326295166056,urban,7631,114404,49.68503396071858,10.471501064498348
1114,47.910440899731874,7.890808020168261,urban,18180,0,47.89871200923654,7.884181497179965
1115,52.95266106066678,14.71977589093872,rural,4929,0,52.93878655458023,14.708401239614435
1116,47.44483585489205,12.562828186624436,urban,17587,0,47.45267704289969,12.54404349964322
1117,51.95597388350595,6.557897014854223,urban,6100,103304,51.97316852963529,6.546828785784628
1118,50.46869353159792,9.432637909197336,urban,15098,0,50.47016437347361,9.430472580120576
1119,54.1261985307309,8.828043630048185,urban,16732,126715,54.140894349809976,8.843064427546414
1120,51.57728403449555,11.85515582476884,urban,18325,0,51.58042934504567,11.85173321519575
1121,51.45083402910821,7.511117546752297,urban,7317,0,51.441774246768965,7.510890119880196
1122,53.39406622543,6.817994558716432,urban,13752,0,53.38504848063309,6.791680418116102
1123,47.9426435013137,13.320467250201038,urban,18273,96057,47.94533273907293,13.308167831732309
1124,53.52195065301521,14.665805532561269,rural,8840,133124,53.51597219818053,14.67732205903535
1125,49.39096750051393,14.207273497406526,urban,11741,96012,49.38947682530693,14.18945948056103
1126,48.16569808412746,11.238144412334329,urban,2752,0,48.15897146782296,11.229670193157515
1127,48.18091099646515,6.388458832658168,rural,17993,0,48.1926640236695,6.378946324335161
1128,51.63342352644874,11.810938372231794,rural,9383,127415,51.62267376073552,11.810740189659102
1129,52.8771760983507,14.607938527371118,rural,10506,0,52.8562261139436,14.619925836096236
1130,52.4937922254368,14.639517054228106,urban,597,94817,52.4961545242049,14.631249323893709
1131,54.17284135816459,13.254853066767785,rural,12128,0,54.17181507708058,13.249697014853895
1132,50.52515049521457,15.012193914195349,rural,2001,0,50.52540503948316,15.033249551619512
1133,54.62805862989717,14.163187665908666,rural,19144,0,54.62782160946131,14.176177279662266
1134,54.53317238444768,6.771079084760573,rural,13923,113139,54.53761250058623,6.765599751379567
1135,53.99329615745369,13.751403456600915,urban,11807,0,53.97980955795284,13.751591255527314
1136,50.5342053980518,9.986454589738864,urban,2205,111831,50.53464484170403,9.99071940253344
1137,50.23951351009593,13.06322925765921,urban,5412,0,50.24608430127582,13.082465163309443
1138,54.08159213007856,11.629957318622775,rural,5732,0,54.08461310662437,11.628159310532364
1139,49.98895482100952,7.326313873211684,rural,7842,104862,49.98821209985745,7.32447428329015
1140,50.86342027686848,9.996628170719148,rural,15133,0,50.86572678013123,9.98833228866311
1141,52.0688602061502,14.55517308978004,urban,3306,0,52.0717083329214,14.56108636372396
1142,48.842880215196764,7.666843718037327,urban,16801,0,48.83945348038311,7.6694851437879645
1143,52.3463737933937,8.723805655203458,rural,17624,123997,52.342393153484544,8.735608476231562
1144,51.70746664705469,7.103783404244429,urban,2605,116026,51.70436484306363,7.092013262136973
1145,51.08419476020894,12.355951054478112,rural,16788,117961,51.095872398158754,12.361027350955096
1146,49.78030293800023,11.968246225643083,urban,16566,0,49.78398841503317,11.9573569939428
1147,54.51850072886524,13.798212944733308,rural,3559,0,54.52484664575393,13.807895913356218
1148,54.68046990963556,10.17082840728878,urban,12654,111838,54.68698664036013,10.17669326251173
1149,50.47820246647282,8.744418541165992,rural,14442,128148,50.48549508553364,8.746003573641408
1150,51.035862184508034,6.51791547664336,urban,2705,106453,51.04827946587116,6.525201074242346
1151,54.24788896895109,13.659517247856002,rural,9929,133268,54.23573970634571,13.65089275024351
1152,52.25639857421338,10.9145777251911,urban,15233,0,52.24079059828921,10.897078939483878
1153,47.43230008799485,14.44108762766299,rural,11812,0,47.42205621534329,14.446830044119729
1154,49.6882648724542,13.540083061635862,rural,17672,0,49.69121316630809,13.540121248646829
1155,49.24517036622935,8.905970278494593,urban,5488,121728,49.24925991187404,8.906014120376378
1156,51.39581800606325,6.659757834403767,rural,13008,114691,51.381999507019415,6.665392290703011
1157,47.34344472185361,7.951566652568479,rural,6293,58203,47.3485617898431,7.966225821134394
1158,47.93354323907546,8.242027244740633,urban,2656,0,47.95362839998599,8.248446350130878
1159,51.106053057000864,13.816339841245991,rural,13949,0,51.08286176530196,13.803751079564304
1160,54.76410350460289,13.114928791550126,rural,14264,0,54.74502442446597,13.121241564052026
1161,48.17998693262597,13.928590046973149,rural,14177,105013,48.18619617509632,13.925636120426294
1162,47.86054765946259,11.348685893128252,urban,14305,0,47.86206070889163,11.36877802773063
1163,52.24028501186662,13.206172267608723,rural,4199,113716,52.23977997673887,13.212308784465424
1164,52.11607957799431,12.899648441765418,rural,3166,124882,52.104417650742334,12.902616225491748
1165,51.66840007173851,12.280658669585485,rural,9516,0,51.66471812073075,12.278181524407648
1166,51.72027069770222,9.50818805343794,urban,8348,104710,51.715111699392416,9.518299723389855
1167,54.70451115162853,10.040102584389896,rural,19931,0,54.69753348089846,10.044279056884111
1168,48.15432819890905,8.070225321449831,rural,7857,0,48.16119357139027,8.0751580119333
1169,54.58491341587874,13.486140901583546,rural,11886,0,54.57729787074805,13.485821721262043
1170,50.28293935524511,10.601674651933427,urban,7658,118596,50.29359597988925,10.587259085004735
1171,49.80608597410676,12.165434246191746,urban,18177,122648,49.81333449752557,12.167873425400922
1172,48.53410539686616,11.225089595626947,urban,15578,0,48.53497186721042,11.226555473477266
1173,48.258938180040936,12.23946708393122,rural,12304,0,48.2594603099082,12.24927773078156
1174,47.32507894047468,7.773093485541838,urban,285,59316,47.32778148257344,7.792638262861323
1175,52.90289983218621,13.454138430473716,rural,13878,0,52.90132748442954,13.44853227489142
1176,51.373208767434605,6.094526708896885,rural,6734,0,51.382060293917256,6.076617484688368
1177,47.78862168052712,8.454009052607443,rural,10471,80491,47.80140648338246,8.442992544597526
1178,53.09241240565824,8.16898504075928,urban,16137,137182,53.08545218612727,8.178773390568496
1179,51.71517396992434,13.42208190666135,urban,3047,0,51.72255118807927,13.42694909194824
1180,50.407798851184914,8.9578451715565,rural,190,118449,50.423543971259136,8.962660163017485
1181,50.87061319386042,11.342857886759962,urban,2761,127161,50.872983799536506,11.334731190204945
1182,47.82989825015315,11.34548680626503,rural,7549,0,47.83934007382036,11.351411899521208
1183,49.77944605602662,14.244123683212894,rural,18371,0,49.76578922883482,14.244006053305984
1184,49.29397482899062,10.509372561052077,rural,2376,117685,49.3068587713251,10.508532862897214
1185,50.74696874861813,8.928218417182407,urban,17985,120921,50.76391213751352,8.913041541074456
1186,49.40241330036232,8.292795915442907,rural,18966,123216,49.41248214092603,8.286766777323301
1187,53.114795973588286,9.933436657869796,urban,4588,0,53.1254871867281,9.913860003780806
1188,51.146103607551886,6.531913327103131,urban,19058,103965,51.14134049901104,6.523838235099468
1189,52.50018020017466,10.390142006009,rural,13101,123881,52.509344242807735,10.386655820856287
1190,52.9489308384675,6.179646568251057,rural,2039,87865,52.93792188993207,6.184974363403655
1191,51.34146628764727,9.176097470237153,urban,951,0,51.34133330101759,9.169180599500498
1192,50.664376161370605,12.90244371763515,urban,9345,120764,50.662187982036585,12.908930512935523
1193,48.0193933776288,8.731070259396159,urban,12373,0,48.01034933200853,8.73901051107039
1194,51.23154417896846,8.232995737731471,urban,13695,0,51.232361089462486,8.21692189380265
1195,49.55931938119132,8.796937283017968,urban,3971,0,49.560951738935415,8.808734890799773
1196,50.59794566468073,6.121711907991094,rural,13082,79849,50.59265192585936,6.118528233838152
1197,50.44152713382988,8.052985251857647,rural,6908,0,50.441763089971616,8.070246615528708
1198,55.05491915319045,9.752443852983928,urban,157,0,55.06351461594879,9.742573984022949
1199,51.58261275408648,14.894865753709997,urban,9402,0,51.58768510985396,14.89637376269372
1200,54.01263813074844,7.217785971920446,rural,10743,118299,54.00393913718692,7.223383275975183
1201,50.20767370915893,10.49000345477402,urban,17223,0,50.21328097120157,10.493826150507916
1202,51.83652265215781,10.8874955576486,rural,4836,137719,51.833323925717416,10.901273380202383
1203,51.09410829276803,6.554753472653351,urban,4736,0,51.10232047665779,6.564085795245138
1204,49.01501052016438,11.988215925887022,rural,5933,112870,49.02297466945096,12.008295518686612
1205,47.5510041583818,7.764902685570016,rural,6859,104206,47.55954221401623,7.784665993730334
1206,48.86197209836428,10.765976816232213,rural,3545,0,48.854479390620966,10.770595295396472
1207,49.80339998665698,11.43896741771838,urban,6390,109422,49.80326721843253,11.444271358456708
1208,48.06075493886481,14.956660606670042,urban,14533,61918,48.057844129995175,14.940033522720064
1209,54.204837803441855,10.994577106792962,rural,16049,0,54.21023013040042,11.003820268917393
1210,53.03997371391548,14.470609521566288,rural,16856,108777,53.03494353818832,14.471076656492812
1211,54.94249588420305,5.898619638545879,urban,19935,55697,54.93265463694299,5.882377181481331
1212,51.4357780254069,11.349246400994945,rural,955,125727,51.44116163288401,11.342150146606414
1213,49.79673779426841,10.721707712983092,urban,9610,0,49.77371387006518,10.70927925654216
1214,52.1790052719788,14.312887507773825,urban,7746,0,52.16977408792699,14.324880906041455
1215,51.831240017291805,8.567953425564712,urban,12197,135322,51.85060759595317,8.56269160580431
1216,47.657705020106704,12.356189196935382,urban,110,76989,47.65786268179054,12.365596779416231
1217,53.13164079131889,11.753542789988073,rural,16055,127067,53.12069276876181,11.741028163366998
1218,50.71600062182212,12.03057027567304,rural,15199,113570,50.71902237509608,12.032569267080584
1219,51.86198298446769,13.576431054183022,urban,15830,113126,51.87502209969135,13.59046947444345
1220,48.31826789814433,8.915122033039157,rural,19655,0,48.32722014942606,8.90736725811642
1221,51.23508382671424,11.28905617763359,rural,18310,0,51.22129905144287,11.2872773619116
1222,51.13604593019019,9.701576958962796,rural,2123,0,51.13579189766443,9.71351942209967
1223,54.158476911499584,13.19078149392545,urban,423,118057,54.148433397322414,13.17644449781619
1224,47.78354652115058,5.940671358673823,rural,17216,0,47.75991587755557,5.954110513663599
1225,55.06633838794615,6.954672868743555,rural,17015,68218,55.05944559444829,6.937013821417173
1226,53.55022471388015,6.9721235102324695,urban,18031,0,53.54720585581759,6.979062575798093
1227,54.58943361438605,12.478343000248955,urban,17361,131931,54.58505030654325,12.50297612918156
1228,54.90517649329721,8.635040591259301,urban,18921,95911,54.90904268758205,8.659969393750721
1229,47.55779386355376,7.899073588028651,rural,731,0,47.54616727564108,7.906356165340351
1230,50.60251877603741,8.102919345600018,rural,18376,128223,50.60314717361504,8.087851407365871
1231,47.81026381561572,12.657088328695371,urban,6725,0,47.807740271552994,12.639148006743426
1232,52.05064451938137,11.858651586461916,rural,8772,123998,52.04775764993353,11.846676581574132
1233,52.91199223651772,9.320938099329773,rural,7820,0,52.90598971902265,9.32622939470362
1234,52.18873263703898,6.244625277519472,rural,15247,0,52.18034737383485,6.230010089038325
1235,53.55779912142974,6.223956828245262,urban,10537,0,53.57101336258743,6.241265671005321
1236,49.94216367926252,8.227887546072973,rural,19447,127409,49.94020106240686,8.212522273927013
1237,54.09590706544921,5.984278339954382,rural,3800,0,54.1053730538736,5.988071290430557
1238,50.73030942576614,12.856379293449764,rural,1472,0,50.72992419307104,12.852285928611844
1239,48.63033943022994,11.485590687417025,urban,12573,0,48.62731025130898,11.494726999861191
1240,48.45575593174596,11.089049612667562,rural,7072,0,48.48195506535703,11.10644353046452
1241,51.10086524638052,10.835976725884446,rural,10179,129805,51.13015122831521,10.837901405275025
1242,51.41020883191626,12.564411602425883,rural,4273,0,51.40873113423337,12.549872662284969
1243,51.5951425179418,11.328345153733723,rural,4691,0,51.60946609516555,11.340470182368469
1244,48.61947822815523,6.577055368934394,rural,7480,0,48.6372927146296,6.598530276171723
1245,54.16975415062261,7.512736251175624,rural,8908,115358,54.1648320364585,7.516948204223257
1246,51.13277285334254,8.216240462612015,rural,17063,0,51.13505967153521,8.193090261665226
1247,54.46744021510051,8.891814801129433,rural,18942,112868,54.47530545573021,8.896869459069032
1248,54.20068869071348,8.921685704550109,rural,16409,126720,54.20399669792207,8.930704447578707
1249,54.92331060434546,9.809402957262922,urban,19428,110270,54.902684523826096,9.807549619084377
1250,51.31349130784227,11.538590131999513,urban,5831,0,51.31898621649374,11.53452656597459
1251,52.41946995050168,12.985140101092007,urban,8729,115398,52.406288765026325,12.99404498343959
1252,49.207604472675015,14.866602723428487,urban,15589,0,49.204429293996405,14.85938370306332
1253,51.994465501794,7.537292285930503,urban,10070,110618,52.004077387237565,7.538306027887087
1254,53.08090987209358,8.559065042111538,urban,9322,126759,53.07968378009294,8.559989917061493
1255,51.379089205062606,6.319995524460931,rural,6563,90838,51.36668465010423,6.317325304615946
1256,52.44828038871985,9.89692691286704,rural,9859,0,52.44512781758035,9.89981081786798
1257,53.23488376067196,8.085151770392205,urban,736,127521,53.221907602359664,8.090499656108832
1258,55.074786960031474,13.948820347413411,urban,12206,0,55.07466205190205,13.94632988121599
1259,53.1200267625894,14.747964114147898,rural,9743,95140,53.12831582435199,14.73063365029019
1260,52.2419328889892,10.314227055417112,rural,9327,0,52.22890370238707,10.309180693100869
1261,50.07090662196436,13.249848359515568,rural,475,0,50.06410280491822,13.252904862019044
1262,50.33625570047556,9.964852973950542,urban,15539,0,50.34616761698542,9.961197567657676
1263,55.06227774379049,5.997083946835293,urban,3996,0,55.06867435430493,5.9996956589153605
1264,52.252882834520285,13.720029708206608,urban,18188,0,52.25823736099708,13.720052994482288
1265,54.181907002750805,13.53938942562342,urban,16523,0,54.17465492194369,13.546366496139548
1266,48.05320476269994,6.505626111826288,urban,19198,97022,48.05884418316522,6.502593795864295
1267,48.59209203832351,6.053954162188127,rural,8379,68577,48.59769015601016,6.0571658892168285
1268,49.13133496698818,9.095795716919262,rural,18074,141615,49.13073511508246,9.086944081084049
1269,49.25206363943039,5.883931058283174,rural,6795,0,49.2570824759646,5.88962532914183
1270,53.9474816005387,13.756248285309605,urban,18742,0,53.9489772091042,13.758809664497328
1271,54.73739906816561,11.90544508939837,rural,6092,0,54.734733292052354,11.905957310284284
1272,47.85202613256988,7.083489492158564,rural,10695,0,47.84281336830689,7.082568417140013
1273,51.83015423421353,10.366070182756204,urban,10165,0,51.838723376327664,10.349648117255995
1274,54.67881246035287,14.166074099122358,urban,13045,123959,54.65518270848818,14.158378734914551
1275,49.58103296247688,7.6222704499990686,urban,13722,112722,49.584820984113335,7.615379811912664
1276,51.19914079829252,10.719457684272854,urban,17465,143280,51.1856161590832,10.718614964451396
1277,48.92270073114813,9.548097005718962,rural,15140,0,48.92840877019064,9.56325755134383
1278,48.93480459337914,7.794141056217549,urban,10944,0,48.94249207171559,7.79391618819743
1279,53.26646411449224,13.638538712673748,rural,16358,0,53.27629010540344,13.631293124265705
1280,54.09115888772726,13.646491790825957,rural,9195,131040,54.0863393458135,13.647910348950887
1281,50.40059331656518,9.538623075972811,rural,19026,121620,50.38951535138309,9.540684470299231
1282,47.809482426349966,13.699298859074602,urban,17838,0,47.80814848886921,13.673404635173071
1283,51.80256012920939,6.785786893653196,urban,13120,0,51.80165583826543,6.784314753548604
1284,53.06621889322531,9.930157187982177,rural,9348,0,53.0826173300139,9.932930060097275
1285,50.76788896334789,12.414895475232882,urban,16462,0,50.76375311867528,12.419842649103078
1286,49.6761670446667,6.606463265618738,urban,4006,90818,49.68238537118183,6.604707337390656
1287,47.40952632038263,9.02799508699734,urban,1707,69280,47.40816223655957,9.029327591761495
1288,53.93748293906371,10.116897677600909,urban,1019,113118,53.93025401733981,10.124865284855312
1289,52.60797251336118,11.28256327715445,urban,17676,0,52.59538843142411,11.285675023623188
1290,47.54572477364673,7.622174535288282,rural,4584,0,47.53749815233039,7.636782206638725
1291,49.11755432186732,9.736977790398695,urban,15154,0,49.10969151716039,9.750586163571851
1292,49.31499386167282,6.8490606273214105,rural,579,0,49.31356756632811,6.854040117272661
1293,49.420425173691456,9.303405150570129,rural,18756,0,49.4077045819564,9.300037512923478
1294,47.98533777122373,13.785138201413202,urban,17181,95172,47.96847520764799,13.776617717886271
1295,54.59578803163466,8.532572769151656,rural,6980,0,54.58451028041322,8.533554625111087
1296,48.03448053154869,12.10685749043089,urban,13301,0,48.02377678831381,12.097409456530038
1297,49.36507541707321,9.560116077441004,urban,16364,127366,49.36965411383001,9.564094540700118
1298,49.8058069193496,6.654483342775368,rural,16438,0,49.78772976327999,6.641474499928784
1299,54.23388574665662,10.950142140381942,urban,19760,0,54.23703640474248,10.968060729442662
1300,52.49824077517408,11.4091182526722,rural,1067,130062,52.504790459698086,11.407940071534368
1301,53.3112603386416,8.865615957328764,urban,16669,0,53.31706289336691,8.869329384806806
1302,48.249799494376525,7.652903553264551,urban,5124,117793,48.2432856200204,7.633141955490808
1303,48.09186566692573,8.69085282294487,urban,8997,91387,48.09514518763351,8.682438817133303
1304,49.67482845407408,13.294277688909991,rural,18286,119472,49.67903742799958,13.28692833715207
1305,48.00418587850767,10.31364782468949,urban,16938,118367,47.99626810754459,10.319642239238402
1306,52.68236650094644,7.197846447906565,urban,11497,101515,52.71062589412821,7.192896963872965
1307,51.14060449555639,10.619629916745891,urban,14342,143734,51.13248235894291,10.609688901077227
1308,52.33753653055708,11.048764763484822,urban,5041,129161,52.33677913101717,11.0484564546985
1309,50.90886745936545,10.46884347297092,urban,12758,0,50.91620857765364,10.46857995652026
1310,54.62370354953914,13.896369144518564,rural,6122,0,54.62367701746481,13.907618293247914
1311,50.19767800781893,13.940177155172275,urban,18326,121512,50.192917633373206,13.930100207100043
1312,53.77722644800535,12.918455803666468,urban,14006,0,53.75305415546029,12.932922960931634
1313,52.83159278799789,7.72232955083376,urban,11742,112718,52.83863686545988,7.7203824682172835
1314,53.98279414986773,14.680973840531786,rural,6828,0,54.00516380413896,14.663372571742402
1315,54.1929165041228,8.289645830324552,urban,4250,0,54.18714815036375,8.294264915160321
1316,47.4760860365248,14.651302102184278,rural,93,0,47.48318965065823,14.63786178216884
1317,53.357962495322006,9.169575769217795,rural,8513,0,53.366022272121576,9.159102647197948
1318,50.072086561463536,10.244416753001529,rural,6877,0,50.07516554407368,10.246367792572622
